planting_date	restart_date	emergence_date	flowering_date	tuber_init_date	filling_date	peak_LAI_date	maturity_date	harvest_date	peak_LAI	daytime_VPD_avg	yield	used_biomass	grazed_biomass	residue_biomass	disposed_biomass	intercepted_PAR_accum	soil_loss	ET_pot	ET_act	ET_ref	transp_pot	transp_act	evap_soil_pot	evap_soil_act	evap_residue_pot	evap_residue_act	irrig	precip	air_temp_avg	crop_water_intrcpt	residue_water_intrcpt	surface_water_runoff	ponded_water	water_enter_soil	soil_water_drainage	soil_water_profile_init	soil_water_profile_final	produced_biomass	root_depth	root_biomass	surface_residue_BM	surface_plant_residue_BM	surface_manure_BM	incorporated_BM	incorporated_plant_residue_BM	incorporated_manure_BM	erosion_index	avg_water_stress_index	avg_temperature_stress_index	avg_flower_temp_stress_index	N_leached	N_applied	N_auto_uptake	N_available	N_mineralized_residue	N_mineralized_org_fert	N_mineralized_OM	N_immobilization	N_mineralization	N_organic_applied	N_organic_gaseous_loss	N_inorganic_gaseous_loss	N_fixation	N_uptake	N_mass_yield	N_stress_index_avg	N_nitrification	N_denitrification	N_soil_profile_initial	N_soil_profile_final	DegHr_above_30	DegHr_above_34	WUE	Srad	Tmax	Tmin	Tavg	days_to_flowering	duration_season	AW_150cm_init	AW_150cm_final	rotation	location	period	cycle
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      3.158226	                      1.490359	                      0.093895	                      0.000000	                      0.000000	                      0.652726	                      0.000000	                   1065.776611	                      0.000000	                      0.701541	                      0.294847	                      0.636172	                      0.269948	                      0.159624	                      0.304740	                      0.135224	                      0.000000	                      0.000000	                      0.000000	                      0.177115	                     15.200580	                      0.020296	                      0.000000	                      0.000000	                      0.000000	                      0.156819	                      0.000000	                      0.309301	                      0.191569	                      0.746621	                      1.900000	                      0.074662	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.273433	                      0.062825	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.677384	                     23.760687	                     23.775749	                      6.596293	                     15.186022	                     57.000000	                    125.000000	                      0.126674	                      0.008372	sC-wW	47.1033N117.6464W	2011-2012	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.034168	                      1.792814	                      0.083458	                      0.000000	                      0.000000	                      0.443330	                      0.000000	                    782.486450	                      0.000000	                      0.729650	                      0.237064	                      0.683031	                      0.199471	                      0.126094	                      0.418161	                      0.110970	                      0.000000	                      0.000000	                      0.000000	                      0.141180	                     15.201103	                      0.006353	                      0.000000	                      0.000000	                      0.000000	                      0.134826	                      0.000000	                      0.297838	                      0.201336	                      0.526789	                      1.900000	                      0.052679	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.251696	                      0.028460	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.177749	                     23.854919	                     23.870972	                      6.471941	                     15.171456	                     50.000000	                    128.000000	                      0.115211	                      0.018298	sC-wW	47.1033N117.6464W	2012-2013	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.998190	                      1.592069	                      0.064412	                      0.000000	                      0.000000	                      0.445487	                      0.000000	                   1072.416626	                      0.000000	                      0.756011	                      0.222701	                      0.686332	                      0.276880	                      0.118722	                      0.342111	                      0.103979	                      0.000000	                      0.000000	                      0.000000	                      0.122573	                     14.242102	                      0.011581	                      0.000000	                      0.000000	                      0.000000	                      0.110992	                      0.000000	                      0.289469	                      0.188569	                      0.509899	                      1.900000	                      0.050990	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.373678	                      0.042836	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.294884	                     23.120745	                     22.363922	                      5.989313	                     14.176618	                     56.000000	                    134.000000	                      0.106841	                      0.005831	sC-wW	47.1033N117.6464W	2013-2014	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      3.492941	                      1.614202	                      0.054879	                      0.000000	                      0.000000	                      0.552998	                      0.000000	                   1141.756104	                      0.000000	                      0.794053	                      0.257290	                      0.722333	                      0.298537	                      0.143759	                      0.340866	                      0.113531	                      0.000000	                      0.000000	                      0.000000	                      0.139576	                     13.194596	                      0.013343	                      0.000000	                      0.000000	                      0.000000	                      0.126233	                      0.000000	                      0.305372	                      0.186954	                      0.607878	                      1.900000	                      0.060788	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.274468	                      0.109098	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.228437	                     21.415382	                     21.407619	                      4.872569	                     13.140094	                     69.000000	                    154.000000	                      0.122744	                      0.003898	sC-wW	47.1033N117.6464W	2014-2015	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.098958	                      1.321226	                      0.185602	                      0.000000	                      0.000000	                      0.545467	                      0.000000	                    853.607483	                      0.000000	                      0.681988	                      0.271905	                      0.636460	                      0.200777	                      0.162830	                      0.380382	                      0.109076	                      0.000000	                      0.000000	                      0.000000	                      0.137010	                     13.161876	                      0.008165	                      0.000000	                      0.000000	                      0.000000	                      0.128845	                      0.000000	                      0.343156	                      0.208178	                      0.731069	                      1.900000	                      0.073107	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.131263	                      0.060244	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.489781	                     21.379753	                     20.582550	                      5.664336	                     13.123443	                     54.000000	                    143.000000	                      0.159445	                      0.018055	sC-wW	47.1033N117.6464W	2015-2016	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.612439	                      1.639342	                      0.112354	                      0.000000	                      0.000000	                      0.525983	                      0.000000	                    895.428833	                      0.000000	                      0.668197	                      0.234239	                      0.612672	                      0.226253	                      0.160062	                      0.322727	                      0.074177	                      0.000000	                      0.000000	                      0.000000	                      0.081993	                     16.329340	                      0.003948	                      0.000000	                      0.000000	                      0.000000	                      0.078045	                      0.000000	                      0.521984	                      0.369738	                      0.638337	                      1.900000	                      0.063834	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.236039	                      0.005608	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      3.988051	                     25.157516	                     25.195171	                      7.303181	                     16.249176	                     48.000000	                    111.000000	                      0.175095	                      0.022387	sC-wW	47.1450N117.8131W	2010-2011	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      3.300983	                      1.541243	                      0.089326	                      0.000000	                      0.000000	                      0.580927	                      0.000000	                   1054.569214	                      0.000000	                      0.710465	                      0.275580	                      0.644299	                      0.273058	                      0.144383	                      0.301581	                      0.131197	                      0.000000	                      0.000000	                      0.000000	                      0.165038	                     15.516737	                      0.018748	                      0.000000	                      0.000000	                      0.000000	                      0.146290	                      0.000000	                      0.468469	                      0.357927	                      0.670253	                      1.900000	                      0.067025	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.297881	                      0.056672	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.642202	                     23.832409	                     24.025957	                      6.944211	                     15.485084	                     56.000000	                    124.000000	                      0.121579	                      0.010552	sC-wW	47.1450N117.8131W	2011-2012	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      1.751783	                      1.840168	                      0.088468	                      0.000000	                      0.000000	                      0.369668	                      0.000000	                    683.543396	                      0.000000	                      0.723894	                      0.226388	                      0.684071	                      0.174010	                      0.112563	                      0.448928	                      0.113824	                      0.000000	                      0.000000	                      0.000000	                      0.138298	                     15.463074	                      0.006531	                      0.000000	                      0.000000	                      0.000000	                      0.131767	                      0.000000	                      0.465272	                      0.376624	                      0.458136	                      1.900000	                      0.045814	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.251003	                      0.021546	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.070026	                     23.930672	                     24.036909	                      6.815355	                     15.426132	                     47.000000	                    127.000000	                      0.118383	                      0.029349	sC-wW	47.1450N117.8131W	2012-2013	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.164420	                      1.827072	                      0.065423	                      0.000000	                      0.000000	                      0.378616	                      0.000000	                    822.097778	                      0.000000	                      0.735478	                      0.196306	                      0.683524	                      0.211552	                      0.106389	                      0.393652	                      0.089917	                      0.000000	                      0.000000	                      0.000000	                      0.100121	                     16.152414	                      0.008167	                      0.000000	                      0.000000	                      0.000000	                      0.091953	                      0.000000	                      0.453955	                      0.357769	                      0.444039	                      1.900000	                      0.044404	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.317076	                      0.027143	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.173719	                     24.485090	                     24.832096	                      7.371819	                     16.101957	                     50.000000	                    120.000000	                      0.107065	                      0.010633	sC-wW	47.1450N117.8131W	2013-2014	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.830700	                      1.817801	                      0.063511	                      0.000000	                      0.000000	                      0.461956	                      0.000000	                   1029.812378	                      0.000000	                      0.788351	                      0.229545	                      0.716948	                      0.279244	                      0.131796	                      0.355482	                      0.097749	                      0.000000	                      0.000000	                      0.000000	                      0.102728	                     15.514704	                      0.012030	                      0.000000	                      0.000000	                      0.000000	                      0.090698	                      0.000000	                      0.484275	                      0.357458	                      0.525468	                      1.900000	                      0.052547	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.318326	                      0.082711	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      3.986988	                     24.082031	                     24.004717	                      6.882651	                     15.443685	                     60.000000	                    130.000000	                      0.137385	                      0.010300	sC-wW	47.1450N117.8131W	2014-2015	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      1.261223	                      1.467734	                      0.133404	                      0.000000	                      0.000000	                      0.373956	                      0.000000	                    559.140686	                      0.000000	                      0.635394	                      0.180385	                      0.608083	                      0.128157	                      0.117093	                      0.436383	                      0.063292	                      0.000000	                      0.000000	                      0.000000	                      0.066540	                     15.463734	                      0.007369	                      0.000000	                      0.000000	                      0.000000	                      0.059172	                      0.000000	                      0.526057	                      0.411777	                      0.507360	                      1.900000	                      0.050736	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.072871	                      0.013171	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.332968	                     24.219818	                     23.723024	                      7.159023	                     15.441023	                     48.000000	                    117.000000	                      0.179167	                      0.064151	sC-wW	47.1450N117.8131W	2015-2016	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.757599	                      1.500436	                      0.158729	                      0.000000	                      0.000000	                      0.603082	                      0.000000	                    943.923035	                      0.000000	                      0.643379	                      0.268458	                      0.587022	                      0.231314	                      0.182504	                      0.298950	                      0.085955	                      0.000000	                      0.000000	                      0.000000	                      0.095806	                     15.804893	                      0.004207	                      0.000000	                      0.000000	                      0.000000	                      0.091598	                      0.000000	                      0.737659	                      0.564266	                      0.761811	                      1.900000	                      0.076181	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.188272	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.174228	                     24.348478	                     24.180922	                      7.355090	                     15.768005	                     49.000000	                    114.000000	                      0.214541	                      0.040433	sC-wW	47.2283N117.2715W	2010-2011	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      3.768144	                      1.364606	                      0.206322	                      0.000000	                      0.000000	                      0.805812	                      0.000000	                   1157.854980	                      0.000000	                      0.682745	                      0.372397	                      0.618304	                      0.288854	                      0.221373	                      0.264923	                      0.151024	                      0.000000	                      0.000000	                      0.000000	                      0.207564	                     14.909698	                      0.021545	                      0.000000	                      0.000000	                      0.000000	                      0.186019	                      0.000000	                      0.715125	                      0.550292	                      1.012134	                      1.900000	                      0.101213	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.175336	                      0.068650	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.572083	                     22.936279	                     22.841248	                      6.940954	                     14.891101	                     60.000000	                    128.000000	                      0.192007	                      0.026099	sC-wW	47.2283N117.2715W	2011-2012	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      1.666100	                      1.678829	                      0.135090	                      0.000000	                      0.000000	                      0.435008	                      0.000000	                    662.199890	                      0.000000	                      0.698054	                      0.277828	                      0.661112	                      0.165018	                      0.140546	                      0.440522	                      0.137281	                      0.000000	                      0.000000	                      0.000000	                      0.169043	                     14.870626	                      0.006969	                      0.000000	                      0.000000	                      0.000000	                      0.162074	                      0.000000	                      0.692550	                      0.583227	                      0.570098	                      1.900000	                      0.057010	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.104819	                      0.042289	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.056296	                     23.205589	                     22.989874	                      6.710792	                     14.850332	                     51.000000	                    130.000000	                      0.169432	                      0.059460	sC-wW	47.2283N117.2715W	2012-2013	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.790529	                      1.622779	                      0.100035	                      0.000000	                      0.000000	                      0.584441	                      0.000000	                    947.205688	                      0.000000	                      0.723470	                      0.266098	                      0.660194	                      0.245357	                      0.154340	                      0.338198	                      0.111758	                      0.000000	                      0.000000	                      0.000000	                      0.136245	                     15.471221	                      0.010898	                      0.000000	                      0.000000	                      0.000000	                      0.125347	                      0.000000	                      0.670228	                      0.540374	                      0.684475	                      1.900000	                      0.068448	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.244054	                      0.042933	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.434848	                     23.476437	                     23.523375	                      7.349357	                     15.436365	                     51.000000	                    125.000000	                      0.147110	                      0.016648	sC-wW	47.2283N117.2715W	2013-2014	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      3.695720	                      1.614909	                      0.103042	                      0.000000	                      0.000000	                      0.604557	                      0.000000	                   1142.799072	                      0.000000	                      0.752658	                      0.284064	                      0.681906	                      0.308331	                      0.174708	                      0.297299	                      0.109356	                      0.000000	                      0.000000	                      0.000000	                      0.125525	                     14.677504	                      0.009134	                      0.000000	                      0.000000	                      0.000000	                      0.116391	                      0.000000	                      0.702211	                      0.543673	                      0.707599	                      1.900000	                      0.070760	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.266483	                      0.073388	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.050187	                     23.311913	                     22.683271	                      6.552289	                     14.617781	                     57.000000	                    133.000000	                      0.179093	                      0.020005	sC-wW	47.2283N117.2715W	2014-2015	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      1.583427	                      1.295699	                      0.194861	                      0.000000	                      0.000000	                      0.491792	                      0.000000	                    680.686951	                      0.000000	                      0.622828	                      0.233187	                      0.589594	                      0.150481	                      0.146064	                      0.389029	                      0.087122	                      0.000000	                      0.000000	                      0.000000	                      0.092323	                     14.961330	                      0.009507	                      0.000000	                      0.000000	                      0.000000	                      0.082815	                      0.000000	                      0.759201	                      0.618124	                      0.686653	                      1.900000	                      0.068665	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.029696	                      0.023204	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.701035	                     23.208120	                     22.517738	                      7.364380	                     14.941059	                     52.000000	                    122.000000	                      0.235481	                      0.093466	sC-wW	47.2283N117.2715W	2015-2016	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      2.793569	                      1.498155	                      0.160131	                      0.000000	                      0.000000	                      0.609393	                      0.000000	                    955.169678	                      0.000000	                      0.643959	                      0.269432	                      0.586893	                      0.233757	                      0.184544	                      0.296741	                      0.084888	                      0.000000	                      0.000000	                      0.000000	                      0.094047	                     15.793382	                      0.004246	                      0.000000	                      0.000000	                      0.000000	                      0.089801	                      0.000000	                      0.627351	                      0.451221	                      0.769524	                      1.900000	                      0.076952	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.188425	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.169869	                     24.463953	                     24.102385	                      7.411145	                     15.756765	                     49.000000	                    114.000000	                      0.215650	                      0.038813	sC-wW	47.2700N117.3131W	2010-2011	0
Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	Date omitted	                      4.029880	                      1.362746	                      0.210997	                      0.000000	                      0.000000	                      0.822096	                      0.000000	                   1196.976196	                      0.000000	                      0.681348	                      0.373646	                      0.617003	                      0.297217	                      0.225788	                      0.255318	                      0.147859	                      0.000000	                      0.000000	                      0.000000	                      0.205290	                     14.899906	                      0.021409	                      0.000000	                      0.000000	                      0.000000	                      0.183881	                      0.000000	                      0.604856	                      0.436500	                      1.033093	                      1.900000	                      0.103309	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.177688	                      0.068612	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      0.000000	                      4.575504	                     23.028931	                     22.756042	                      7.003525	                     14.879784	                     61.000000	                    128.000000	                      0.193155	                      0.023736	sC-wW	47.2700N117.3131W	2011-2012	0
